
Copyright 2016 Prifysgol Bangor University

   Licensed under the Apache License, Version 2.0 (the "License");
   you may not use this file except in compliance with the License.
   You may obtain a copy of the License at

       http://www.apache.org/licenses/LICENSE-2.0

   Unless required by applicable law or agreed to in writing, software
   distributed under the License is distributed on an "AS IS" BASIS,
   WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
   See the License for the specific language governing permissions and
   limitations under the License.

'C' / 'S' scroll	sgrôl 'C' / 'S'
monarch	teyrn
monarchical	brenhinol
monarchism	brenhiniaeth
monarchist	brenhinwr
monarchist	brenhinydd
monarchist	monarchydd
monarchy	brenhiniaeth
monarchy	brenhiniaeth
monarchy	monarchiaeth
monastery	mynachlog
monastery	mynachlog
monastic	mynachaidd
monastic	mynachaidd
monasticism	mynachaeth
monasticism	mynachaeth
monatomic	monatomig
monepiscopacy	unesgobyddiaeth
monestial blue	glas monestial
monetarism	arianolaeth
monetarism	arianyddiaeth
monetarist	arianyddwr
monetarist	arianyddwr
monetary	ariannol
monetary	ariannol
monetary flow analyser	dadansoddydd llif ariannol
monetary policy	polisi ariannol
monetary policy	polisi ariannol
monetary reserves	arian wrth gefn
money	arian
money	arian
money	pres
money allocated to schools	arian a ddyrennir i ysgolion
money at call	arian at gais
money economy	economi arian
money order	archeb arian
money-box	bocs arian
money-box	cadw-mi-gei
money-lender	benthyciwr
money-lender	echwynnwr
moneyed	ariannog
moneyed	cefnog
monger	gwerthwr
mongrel	brithgi
mongrel	cymysgryw
mongrel	mwngrel
monic	monig
monic	monig
monies	symiau arian
monism	monyddiaeth
monism	monyddiaeth
monistic	monistaidd
monitor	arolygu
monitor	clustfeinio
monitor	gwrando
monitor	gwylio
monitor	monitor
monitor	monitor
monitor	monitorio
monitor	monitro
monitor progress	monitro cynnydd
monitorial	arolygol
monitorial	monitoraidd
monitorial school	ysgol fonitoraidd
monitoring of income and expenditure	monitro incwm a gwariant
monitoring of the foetus	monitro ffetws
monitoring orders	monitro archebion
monitoring performance	monitro perfformiad
monitoring recruitment	monitro recriwtio
monitoring the effectiveness	monitro effeithiolrwydd
monitory	rhybuddiol
monk	mynach
monk	mynach
monk's belt pattern	patrwm gwregys y mynach
monk-bishop	mynach-esgob
monkey	mwnci
monkish	mynachaidd
monkish	mynachaidd
mono	mono
monocellular	ungell
monochord	monocord
monochromatic	monocromatig
monochromatic	monocromatig
monochromatic	unlliw
monochrome	monocrom
monochrome	monocrom
monochrome	unlliw
monocle	sbectol un llygad
monocline	monoclin
monocline	monoclin
monocormic	monocormig
monocotyledon	monocotyledon
monocotyledon	monocotyledon
monocotyledon	unhad-ddeilen
monocular	monocwlar
monoculture	ungnwd
monoculture	ungnwd
monocyte	monocyt
monocyte	monosyt
monodelphous	ungyswllt
monodic	monodig
monodrama	monodrama
monodromy	monodromi
monodromy	monodromi
monody	galarnad
monody	marwnad
monoecious	cydryw
monoecious	monoecaidd
monoecious	monoecus
monogamist	monogamydd
monogamist	unwreiciwr
monogamy	monogami
monogamy	monogami
monogamy	unwreiciaeth
monogenic	monogenig
monogenic	monogenig
monoglot	rhywun uniaith
monoglot	uniaith
monogram	monogram
monogram	monogram
monograph	monograff
monograph	monograff
monohybrid	monohybrid
monohybrid	monohybrid
monohybrid inheritance	etifeddiad monocroesryw
monohybrid ratio	cymhareb fonohybrid
monohydrogen	monohydrogen
monolingual	uniaith
monolith	maen hir
monolith	monolith
monolith	monolith
monolithic	monolithig
monologue	monolog
monologue	ymson
monomer	monomer
monomeric	monomerig
monomeric	monomerig
monomial	monomaidd
monomial	monomaidd
monomial	monomial
monomial	monomial
mononitrogen	mononitrogen
monophobia	monoffobia
monophonic	monoffonig
monophonic	monoffonig
monophony	monoffoni
monopodium	monopodiwm
monopolise	monopoleiddio
monopolist	monopolydd
monopolistic	monopolyddol
monopolistic competition	cystadleuaeth fonopolistaidd
monopolize	meddiannu'n gyfan gwbl
monopolize	monpoleiddio
monopoly	monopoli
monopoly	monopoli
monopsony	monopsoni
monopsychism	monoseiciaeth
monopsychism	uneneidiaeth
monosaccharide	monosacarid
monosaccharide	monosacarid
monosomy	monosomi
monospaced	unlled
monostable	unsad
monostable	unsad
monosyllable	gair unsill
monotheism	undduwiaeth
monotheism	undduwiaeth
monotheist	monotheist
monotheist	undduwiad
monotone	monoton
monotone	monoton
monotonic	monotonig
monotonic	monotonig
monotonous	undonog
monotony	undonedd
monotreme	monotrem
monotropic	monotropig
monotype	monoteip
monotype	monoteip
monounsaturated	monoannirlawn
monoxide	monocsid
monozygotic	monosygotig
monozygotic	monosygotig
monozygotic (MZ) twin	gefell monosygotig
monozygotic twin	gefell unwy
monsoon	monsŵn
monsoon	monsŵn
monster	anferth
monster	anghenfil
monster	clobyn
monstrosity	anferthwch
monstrous	anferth
monstrous	gwrthun
montage	montage
month	mis
monthly	misol
monthly	misolyn
monthly magazine	misolyn
monument	cofadail
monument	cofadail
monumental	anferth
monumental	coffaol
mood	awyrgylch
mood	awyrgylch
mood	hwyl
mood	hwyl
mood	modd
mood	naws
mood	tymer
mood descriptor	disgrifiwr hwyliau
mood disorder	anhwylder hwyliau
moody	cwcsog
moody	oriog
moody	pwdlyd
moon	lleuad
moon	lleuad
moon	lloer
moon in orbit	lleuad mewn orbit
moon wane	ciliad y lleuad
moon wax	cynnydd y lleuad
moonlight	golau leuad
moonlight	lloergan
moonlit	golau leuad
moonquake	lloergryn
moonquake	lloergryn
moonshine	ffiloreg
moonshine	ffwlbri
moonshine	lol
moor	angori
moor	gwaun
moor	rhos
moor-hen	iâr fach y dŵr
mooring	angorfa
moorings	angorfa
moorland	gweundir
moorland	gweundir
moorland	gweundirol
moorland	gweundirol
moorland	rhostir
moorpan	cletir hwmws
moose	elc
moot	crybwyll
moot	cyfarfod
mop	mop
mop	mop
mop	mopio
mope	delwi
mope	hurtyn
mope	pendrymu
moping	penisel
moraine	marian
moraine	marian
moraine dammed lake	cronlyn marian
moraine dammed lake	cronlyn marian
moral	moesol
moral	moesol
moral	moeswers
moral aspect	agwedd foesol
moral code	cod moesol
moral development	datblygiad moesol
moral education	addysg foesol
moral evil	drygioni moesol
moral force	grym moesol
moral interlude	anterliwt foes
moral matter	mater moesol
moral panic	panig moesol
moral realism	realaeth foesol
moral right	hawl foesol
moral standard	safon foesol
moral tutor	tiwtor moesol
morale	morâl
morale	ysbryd
moralist	moesolwr
morality	moesoldeb
morality	moesoldeb
morality of co-operation	moesoldeb cydweithio
morality play	drama foes
moralize	moesoli
morally	yn foesol
morally defective	moesol ddiffygiol
morals	moesau
morals	moesau
morass	cors
morass	mignen
moratorium	gohiriad
moratorium	moratoriwm
morbid	afiach
morbid	afiachus
morbidity	afiachusrwydd
morbidity	morbidrwydd
morbidity rate	cyfradd morbidrwydd
mordant	brathog
mordant	llym
mordant	mordant
mordant	mordant
mordent	mordent
more	mwy
more	rhagor
more	ychwaneg
more and more	mwy a mwy
more and more	mwyfwy
more economically developed countries	gwledydd mwy economaidd ddatblygedig
more expensive	drutach
more or less	ar y cyfan
more or less	mwy na heb
more or less	yn amlach na pheidio
more than usual	mwy nag arfer
more's the pity	gwaetha'r modd
moreover	hefyd
moreover	ymhellach
morganatic	morganatig
moribund	ar farw
moribund	marwaidd
morning	bore
morning	bore
morning	boreol
moron	moron
morose	afrywiog
morose	blwng
morose	dreng
morose	sarrug
morose	sur
morpheme	morffem
morphia	morffin
morphological	morffolegol
morphology	morffoleg
morphology	morffoleg
morphophonology	morffoffonoleg
morris dance	dawns forris
morris dance	dawns morris
morris dancer	dawnsiwr morris
morrow	trannoeth
morsel	tamaid
mortal	angheuol
mortal	dyn
mortal	marwol
mortal	meidrolyn
mortality	marwolaeth
mortality	marwoldeb
mortality	marwoldeb
mortality rate	cyfradd marwolaethau
mortality rate	cyfradd marwolaethau
mortar	breuan
mortar	morter
mortar	morter
mortgage	morgais
mortgage	morgais
mortgage	morgeisio
mortgage repayment	ad-daliad morgais
mortgagee	codwr morgais
mortgagee	morgeisedig
mortgager	morgeisydd
mortgagor	morgeisiwr
mortgagor	morgeisydd
mortice and tenon joint	uniad mortais a thyno
mortice chisel	cŷn mortais
mortice chisel	gaing fortais
mortice gauge	medrydd mortais
morticing machine	peiriant morteisio
mortification	marweiddiad
mortification	siom
mortify	marweiddio
mortify	siomi
mortise	mortais
mortise	mortais
mortise	morteisio
mortise and tenon joint	uniad mortais a thyno
mortise chisel	cŷn mortais
mortise lock	clo mortais
mortlake	merllyn
mortlake	ystumllyn
mortlake	ystumllyn
mortmain	marwddaliad
mortmain	meddiant anlladrwydd
mortmain	tir llaw farw
mortmain	tir llaw farw
mortuary	corffdy
mortuary	marwdy
mortuary fee	ffi gladdu
morula	morwla
mosaic	brithwaith
mosaic	mosaig
mosaic	mosäig
mosaic image	delwedd fosaig
mosaic tile	teilsen fosaig
mosaic tile	teilsen fosaig
mosque	mosg
mosque	mosg
mosquito	mosgito
moss	mwsogl
moss	mwsogl
moss size preservative	cadwolyn seis mwsogl
moss stitch	pwyth mwsogl
moss stitch	pwyth mwsogl
mossy	mwsoglyd
most	amlaf
most	mwya
most	mwyaf
most	yn bennaf
most significant bit	did mwyaf arwyddocaol
most significant bit [MSB]	did mwyaf arwyddocaol
mostly	gan amlaf
mostly	gan mwyaf
mote	brycheuyn
motel	motel
motel	motél
motet	motét
motet	motét
moth	gwyfyn
moth	gwyfyn
moth	pry'r gannwyll
moth balls	peli camffor
mother	mam
mother cell	mamgell
mother cell	mamgell
mother country	mamwlad
mother liquor	hylif bwrw
mother liquor	hylif bwrw
mother of pearl cloud	cwmwl symudliw
mother tongue	mamiaith
mother-abbey	mam-abaty
mother-church	mam-eglwys
mother-in-law	mam-yng-nghyfraith
mother-tongue	mamiaith
motherboard	mamfwrdd
mothercraft	crefft y fam
mothercraft	crefft y fam
motherese	siarad syml â phlant
motherhood	mamolaeth
motherly	mamaidd
motherly	mamol
mothproof	diogelu rhag pryfed
mothproof	gwrthwyfyn
mothproof	gwrthwyfyn
mothproof	gwrthwyfynnu
mothproof	gwrthwyfynu
mothproofing	gwrthwyfynu
motif	motiff
motif	motiff
motile	mudol
motion	amneidio
motion	arwydd
motion	arwyddo
motion	cynnig
motion	mudiant
motion	mudiant
motion	symudiad
motion	ystum
motion in a circle	mudiant mewn cylch
motion parallax	symudiad paralacs
motionless	digyffro
motionless	llonydd
motionless	llonydd
motivate	cymell
motivate	symbylu
motivate	ysgogi
motivation	cymhelliad
motivation	cymhelliant
motivation	cymhelliant
motivation	symbyliad
motivation	ysgogiad
motivational factor	ffactor cymhelliant
motivational theory	damcaniaeth cymhelliant
motive	cymhelliad
motive	cymhelliad
motive	motif
motive	motiff
motive	symudol
motive	ysgogol
motivism	cymhelliaeth
motley	amryliw
motley	brith
motor	echddygol
motor	modur
motor	modur
motor	moduro
motor	motor
motor association cortex	cortecs cyswllt echddygol
motor bicycle	beic modur
motor bike	beic modur
motor condition	cyflwr modur
motor control	rheolaeth dros symudiadau
motor cyclist	motorbeiciwr
motor defect	diffyg echddygol
motor end-plate	terfynblat echddygol
motor impairment	nam echddygol
motor impulse	ysgogiad echddygol
motor nerve	nerf echddygol
motor nerve	nerf echddygol
motor nerve	nerf gweithredol
motor nerve	nerf weithredol
motor neuron	niwron echddygol
motor path	llwybr echddygol
motor pathway	llwybr echddygol
motor reaction	adwaith echddygol
motor root	gwreiddyn echddygol
motor root	gwreiddyn echddygol
motor skill	sgìl symud
motor terminal	terfynell echddygol
motor traffic	traffig moduron
motor traffic	trafnidiaeth foduron
motor vehicle	cerbyd modur
motor-boat	bad modur
motor-boat	cwch modur
motor-car	car modur
motor-cycle	beic modur
motor-cycle	motor-beic
motorised blower	peiriant chwythu
motorist	modurwr
motorized	moduraidd
motorized blower	chwythydd peiriannol
motorized blower	peiriant chwythu
motorway	traffordd
motorway	traffordd
motorway under construction	traffordd yn cael ei hadeiladu
motte	mwnt
motte	tomen
motte and bailey	tomen a beili
motte and bailey castle	castell tomen a beili
mottle	britho
mottle	brychu
mottled	brith
mottled	brith
mottled	brych
mottling	brychu
motto	arwyddair
motto theme	thema gylch
mould	llwydni
mould	llwydni
mould	mold
mould	mowld
mould	mowld
mould	mowldio
mould	mowldio
mould-board	asgell aradr
mould-board	castin
moulded shank button	botwm garan fowld
moulder	adfeilio
moulder	malurio
moulder	mowldiwr
moulder's tools	arfau mowldiwr
moulding	mowldin
moulding	mowldin
moulding bench	mainc foldio
moulding bench	mainc fowldio
moulding board	bwrdd mowldio
moulding box	blwch mowldio
moulding flask	fflasg fowldio
moulding plane	plaen gleinio
moulding plane	plaen mowldio
moulding plane	plaen siapio
moulding sand	tywod moldio
moulding sand	tywod mowldio
moulding-board	bwrdd mowldio
mouldy	mws
mouldy	wedi llwydo
mouldy bread	bara wedi llwydo
moult	bwrw
moult	bwrw plu
moulting glands	chwarennau ecdysaidd
mound	crug
mound	crugyn
mound	twmpath
mount	bryn
mount	esgyn
mount	mownt
mount	mowntio
mount	mowntio
mount	mynydd
mountain	mynydd
mountain ash	cerddinen
mountain ash	criafolen
mountain pasture	porfa fynydd
mountain pasture	porfa mynydd
mountain range	cadwyn o fynyddoedd
mountain range	cadwyn o fynyddoedd
mountain rescue post	safle achub ar fynydd
mountain rescue post	safle achub ar fynydd
mountain soil	pridd mynydd
mountaineer	mynydda
mountaineer	mynyddwr
mountaineering	mynydda
mountaineering	mynydda
mountaineering association	cymdeithas fynydda
mountaineering association	cymdeithas fynydda
mountainous	mynyddig
mountebank	ffŵl
mounted	mowntiedig
mounted	mowntiedig
mounted lino block	bloc leino mowntiedig
mounted lino block	bloc lino mowntiedig
mounting	mowntin
mounting	mowntin
mounting board	bwrdd mowntio
mounting board	bwrdd mowntio
mounting plate	plât mowntio
mourn	galaru
mourn	galaru
mourner	galarwr
mournful	dolefus
mournful	galarus
mournful	trist
mourning	dillad galar
mourning	galar
mourning	galarwisg
mouse	llygoden
mouse	llygoden
mouse mat	mat llygoden
mouse over object	gwrthrych dan lygoden
mouse pointer	pwyntydd llygoden
mouse positioning	lleoli llygoden
mouse tail	cynffon llygoden
mouse wheel	olwyn llygoden
mouse-tail file	ffeil fach fain gron
moustache	mwstas
mouth	aber
mouth	ceg
mouth	ceg
mouth	cega
mouth	genau
mouth	safn
mouth guard	gard ceg
mouth of a plane	ceg plaen
mouth organ	organ geg
mouth-moving pliers	gefelen geg-symudol
mouth-parts	gên-rannau
mouth-to-mouth respiration	anadlu ceg wrth geg
mouth-to-mouth resuscitation	adfywio ceg wrth geg
mouthparts	gên-rannau
mouthpiece	blaen
mouthpiece	ceg
mouthpiece	ceg offeryn
mouthpiece	llefarydd
mouthpiece	pen
mouthwash	cegolch
mouthy	cegog
mouthy	siaradus
moutonné	mollt
movable	dodrefn
movable	symudol
movable	symudol
movable	symudolion
movable guide	cyfeirydd symudol
movable jaw	safn symudol
movable joint	cymal symudol
movable pin	pin symudol
movable pin	pìn symudol
move	cyffroi
move	cynnig
move	gwneud cynnig
move	symud
move	symud
move around the court	symud o gwmpas y cwrt
move data series	symud cyfres ddata
move database object	symud gwrthrych cronfa ddata
move down	symud i lawr
move fluently	symud yn rhwydd
move frame	symud ffrâm
move horizontally	symud yn llorweddol
move left	symud i’r chwith
move matter specified distance to the left	symuder i'r chwith at y ddwy fraich syth
move matter specified distance to the right	symuder i'r dde at y ddwy fraich syth
move outline	symud amlinell
move page break	symud toriad tudalen
move paragraph	symud paragraff
move point	symud pwynt
move right	symud i’r dde
move sheet	symud dalen
move slide	symud sleid
move table	symud tabl
move table window	symud ffenestr tabl
move up	symud i fyny
move vertically	symud yn fertigol
moveable pin	pin symudol
moveable type	teip symudol
movement	mudiad
movement	symudiad
movement	ymsymudiad
movement	ymsymudiad
movement allowance	lwfans symudiad
mover	symudydd
moving	cyffrous
moving	symudol
moving	yn symud
moving average	cyfartaledd newidiol
moving coil	coil symudol
moving coil	coil symudol
moving coil galvanometer	galfanomedr coil symudol
moving house	symud tŷ
moving in pairs	symud mewn parau
moving in time	symud mewn amser
moving jaw	safn symudol
moving phase	symudwedd
moving shadows	cysgodion symudol
moving steady	sadydd symudol
moving steady	sadydd symudol
moving window	ffenestr symudol
moving-coil microphone	microffon coil symudol
moving-iron repulsion meter	mesurydd gwrthyriad haearn symudol
moving-staircase	grisiau symudol
mow	lladd
mow	mwdwl
mow	sopyn
mow	torri
mower	peiriant lladd gwair
mower	torrwr
much	llawer
much	mawr
much	yn fawr
mucilage	glud
mucilage	mwcilag
mucilaginous	gludiog
mucin	mwcin
mucin	mwsin
muck	baw
muck	budreddi
muck	tail
muck	tom
mucky	bawlyd
mucky	brwnt
mucky	budr
mucoprotein	mwcoprotein
mucosa	mwcosa
mucosa	mwcosa
mucous	gludiog
mucous	mwcaidd
mucous	mwcusaidd
mucous gland	chwarren fwcaidd
mucous membrane	pilen fwcaidd
mucous membrane	pilen ludiog
mucus	llysnafedd
mucus	mwcws
mud	llaca
mud	llaid
mud	llaid
mud	mwd
mud bank	twmpath llaid
mud flat	traethell
mud flats	fflatiau llaid
mud pellet	pelen laid
mud pellet	pelen laid
mud volcano	folcano llaid
mud-flow	lleidlif
muddle	bwnglera
muddle	bwnglerwch
muddle	drysu
muddle	dryswch
muddled	cymysglyd
muddled	dryslyd
muddy	lleidiog
muddy	mwdlyd
mudflow	lleidlif
mudguard	gard olwyn
mudstone	carreg laid
mudstone	carreg laid
muff	colli cyfle
muff	cyffrous
muff	hurtyn
muffin	myffin
muffle	distewi
muffle	pylu
muffle furnace	ffwrnais fwffwl
muffle loading kiln	odyn fwffl-lwytho
muffler	cadach gwddf
mufti	dillad pob dydd
mug	cwpan
mug	mwg
mug	mygio
mugger	mygiwr
muggy	mwll
muggy	mwll
muggy	mwygl
mulatto	melynddu
mulatto	mylato
mulberry	mwyaren Fair
mulberry paper	papur morwydd
mulberry tree	morwydden
mule	bastard mul
mule	mul
mule	mwlsyn
mulga	mylga
mulga	mylga
mulga scrub	prysg mwlga
mulish	cyndyn
mulish	mulaidd
mull	mwl
mullet	hyrddyn
mullion	mwliwn
mullion	mwliwn
multi skilled workforce	gweithlu sgiliau lluosog
multi-	aml
multi-ability society	cymdeithas amlallu
multi-access	aml-fynediad
multi-access	amlfynediad
multi-agency	amlasiantaeth
multi-agency	amlasiantaethol
multi-based	lluosfon
multi-chrome	lluosliw
multi-ethnic	amlhiliol
multi-infarct dementia	gorddryswch amlgnawdnychol
