english welsh
concordant cydgordiol
trudge troedio
gymkhana merlogampau
pen corlan
boar baedd
municipal bwrdeistrefol
audacious eofn
false anghywir
grammar gramadeg
provenance tarddle
populace gwerin
accommodate lletya
smart twt
odd od
disengage rhyddhau
spectacular ysblennydd
tout towtio
biro beiro
bottle potelu
roan broc
indication arwydd
liturgical litwrgaidd
just iawn
inverted gwrthdro
idealism delfrydiaeth
sniper saethwr
mantle cochl
projection rhagamcanu
junction cymer
cloud cymylu
materialistic materyddol
formative ffurfiannol
facility rhwyddineb
grandeur mawredd
pipe pib
customs tollau
mournful trist
huff pwdu
deregulate dadreoleiddio
purlin trawslath
remnant cerpyn
saithe celog
haversack ysgrepan
aeration awyriad
lavish hael
chemical cemegyn
receptacle llestr
pale gwelw
declension rhediad
cheaper rhatach
predominant pennaf
outline amlin
abnormal annormal
recognized cydnabyddedig
practical ymarferol
friend ffrind
spiv oferwr
pluck plicio
divider rhannwr
choice dewisiad
quota dogn
supervision arolygiaeth
wiry gwydn
distinct amlwg
dismal digalon
decree archddyfarniad
chime canu
blaspheme difenwi
activate actifadu
estimation parch
pressing taer
albatross albatros
fetch cywain
abstinence ymataliad
assimilation cymathiad
guillotine gilotîn
prognosis prognosis
stillness llonyddwch
transgression tresmasiad
counterattack gwrthymosod
hollow tyllu
sparing crintach
strenuous egnïol
chicanery hoced
radiotherapy radiotherapi
null diddim
nullity diddymdra
private dirgel
solidarity undod
improbable annhebygol
regardless difater
ultramarine tramor
smear iro
fabrication anwiredd
presumption rhagdybiaeth
bite brathu
doxology mawlgan
warp ystof
seal morlo
celluloid seliwloid
milliner hetiwr
prettiness pertrwydd
nymph nymff
integral annatod
urgency brys
physics ffiseg
fervent eiddgar
uterine crothol
marten bele
feeble llesg
leaved deiliog
cabinet cabinet
dirty budr
thee tydi
encounter cyfarfod
riddance gwaredigaeth
ness pentir
hooker bachwr
rectory rheithordy
rise codi
transmigrate trawsfudo
initiator cychwynnydd
quotation dyfyniad
incendiary llosg
glint fflach
wax cynyddu
get estyn
refractory anhydrin
topological topolegol
fragment darn
malaria malaria
unemployable anghyflogadwy
streamflow ffrydlif
pelt taflu
dignity urddas
bull bwl
top rhagori
bless bendithio
track ôl
bush bwsh
amanuensis ysgrifennydd
lido traeth
woodland coetir
preponderance mwyafrif
guardhouse gwarchodfa
stand stondin
asp asb
pander porthi
irruption rhuthr
monopoly monopoli
previous cynt
deep dwfn
impeccable perffaith
brighten bywiogi
quintessence hanfod
inexpressible anhraethadwy
sweat chwysu
peer arglwydd
vexation blinder
bellows megin
require ymofyn
title pencampwriaeth
nitwit gwirionyn
replication dyblygu
pilfer chwiwladrata
delicate moethus
subtractive tynnol
rationale rhesymwaith
pontiff archoffeiriad
knob bwlyn
tweezers gefel
poacher potsiwr
matter mater
forerunner rhagredegydd
abscond cilio
momentary byrhoedlog
droll ysmala
branch cangen
except oddieithr
unchecked dirwystr
unkind cas
agonist gweithydd
pilot llywio
centrifugal allgyrchol
amphibian amffibiad
deface difwyno
infestation heigiad
howitzer magnel
resound datseinio
indigence angen
illustrious hyglod
simulation dynwarediad
glucagon glwcagon
curse rhegi
sausage sosej
awkward lletchwith
wink wincio
shock mwng
will ewyllys
knack dawn
notional damcaniaethol
jabber cleber
announce cyhoeddi
hedonism hedoniaeth
one dyn
cenotaph cofadail
bloodclot tolchi
matt pŵl
weather tywydd
frit ffrit
anomalous anrheolaidd
lethal marwol
rashness rhyfyg
mature aeddfedu
transmit trosglwyddo
accession cytuniad
strangle tagu
communion cymundeb
hand estyn
respond porthi
rowdy terfysglyd
versify barddoni
coop cut
dicky gwan
cereal grawn
terrible ofnadwy
semolina semolina
ball pellen
rag clwt
ending diwedd
dictate gorchymyn
relieving gwaredol
uninhabitable annrhigiadwy
interlace cydblethiad
inaccuracy anghywirdeb
union uniad
beneath obry
flop fflop
interstitial interstitaidd
confluence cymer
lay gosod
wench llances
project prosiect
anchorage angorfa
biased unllygeidiog
spray chwistrell
buzz sïo
virulence gwenwyndra
confirmation cadarnhad
flabbergast synnu
cannibalism canibaliaeth
consultant ymgynghorydd
confute gwrthbrofi
solve dehongli
undaunted eofn
isomorph isomorff
affability hynawsedd
billow tonni
sagacious call
well ffynnon
agenda agenda
bilateral dwyochrog
theology diwinyddiaeth
radar radar
crimson dugoch
tsar tsar
aspect wynebwedd
prodigious anferth
mixed cymysg
utilization defnyddio
weather hin
imagine synied
consequence canlyniad
trammel rhwystro
plantation planhigfa
fluctuate tonni
slack esgeulus
feasible ymarferol
gurnet pengernyn
aliquot cyfnifer
tetrarch tetrarch
filings naddion
factious cecrus
hernia torllengig
horology horoleg
secretion secretiad
richness cyfoeth
mast hwylbren
keenness craffter
ordinary esgob
there yna
circumvent trechu
mettlesome ysbrydol
burst byrst
wastage colled
characteristic nodweddiadol
infernal uffernol
innocent gwirion
deform anffurfio
disrespect anfri
dummy ffugiad
immensity ehangder
bickering cweryl
episcopacy esgobyddiaeth
pan padell
observe arsylwi
antibody gwrthgorff
antiquarian hynafiaethol
fight ymladd
spectrum sbectrwm
plenipotentiary plenipotensiwr
supreme prif
despondency digalondid
symposium trafodaeth
fatherland mamwlad
pulse pwls
piece uno
fossilized ffosiledig
facilitator hwyluswr
quarter lletya
tired lluddedig
chrismation eneinio
smart dolur
conductor dargludydd
hind ewig
trend tuedd
garth buarth
synecdoche cydgymeriad
transduction trawsddygiad
astringent egr
phylogenetic esblygol
warden warden
intentional bwriadus
spare cynnil
offside camsefyll
bowl cawg
gallop carlamu
tangle dryswch
design cynllunio
peer cymar
vestment urddwisg
cantankerous cynhennus
ladder rhwygiad
dependable dibynadwy
sea môr
solicit crefu
purposive bwriadus
box bocsio
descendant disgynnydd
cimbalom simbalom
screenful sgriniad
life bywyd
suffrage pleidlais
confidence hyder
ideology dyfaliad
fawn elain
lenience tiriondeb
pet bodio
heddle cribwr
schooling ysgol
misspell camsillafu
positivism positifiaeth
bursary bwrsariaeth
communicant hysbyswr
permutation cyfnewidiad
reformed diwygiedig
sagittal saethol
disobedient anufudd
shipwreck llongddrylliad
feature arwedd
proof proflen
irritating blin
precede rhagflaenu
prescribed penodedig
effrontery haerllugrwydd
watchful gwyliadwrus
revelry cyfeddach
compromise cyfaddawdu
industrialize diwydianeiddio
nonchalant difraw
brachiopod braciopod
drag llusgo
seal selnod
polytheistic amldduwiol
diet ymborth
finger byseddu
tow carth
brayer rholer
dare beiddio
parse dosbarthu
pelmet pelmet
rehash ailwampio
licensed trwyddedig
novelty newyddbeth
surliness sarugrwydd
inelastic anelastig
repression ataliad
migrant ymfudwr
rapture gorawen
ruffian dihiryn
bureau canolfan
pitiful truenus
vomit chwydfa
scalar sgalar
distant pell
quantity swm
connectivity cysylltedd
tonality tonyddiaeth
sonorous soniarus
obtuse aflem
missionary cenhadwr
protraction estyniad
flow llif
ewer jwg
cameo cameo
cop plismon
close terfyn
parting partio
fault diffyg
subculture isddiwylliant
reason rheswm
topmost uchaf
insert mewnosod
etch ysgythru
vexatious blinderus
bounce bowndio
snoop busnesa
stream ffrwd
blush gwrido
stipe coes
reprobate gwrthodedig
lethal angheuol
shoal haig
well llifo
photosynthesize ffotosyntheseiddio
yearn dyheu
creepy iasol
judge beirniadu
outfit cyfarpar
physiotherapy ffisiotherapi
tinctorial trwythol
scale cloriannu
sequestration gorfodogaeth
molten tawdd
rupture torllengig
plaid plad
resource diddanwch
mesoderm mesoderm
traverse croesfan
rarefy teneuo
enact deddfu
transition trawsgyweiriad
remote pell
appal dychryn
source tarddiad
land tirio
livery lifrai
aching dolurus
prerogative rhagorfraint
crucifixion croeshoeliad
industry diwydiant
infidel anghrediniol
spare hepgor
calibrate graddnodi
nick toriad
gall dolurio
deliverer achubwr
exaction hawliad
alcove alcof
distinctive nodedig
inborn cynhenid
reckon cyfrif
hate ffieiddio
feed bwydo
bright llachar
axis echelin
ultrasound uwchsain
halt atal
paw pawen
gender cenedl
porous mandyllog
keyboard allweddellau
drawer drôr
swag ysbail
expedition ymgyrch
consonance cytseinedd
method dull
noted nodedig
sour cas
retort gwrthateb
skua sgiwen
escape dihangfa
infuse mwydo
attachment ymlyniad
secondary uwchradd
hoarse cryg
fearful arswydus
means moddion
contiguity cyfagosrwydd
neckline gwddf
vouch gwarantu
crocus saffrwn
exterior ymddangosiad
exoteric cyffredin
anticipate rhagweld
dubbing trosleisio
sensation cyffro
cereal grawnfwyd
flowery blodeuog
staggers pendro
tar tar
courageous glew
article bannod
sauciness ehofndra
deterrent atalrym
infixed mewnol
prospectus rhaglen
mist niwlen
adjacent cyfagos
lateness hwyrni
mixen tomen
cement sment
acrimonious sarrug
anticyclonic antiseiclonig
scrivener ysgrifennwr
length hyd
gerontology gerontoleg
instructive cyfarwyddiadol
restriction cyfyngiad
richness cyfoethogrwydd
tribe tylwyth
finish diwedd
preordain rhagordeinio
communication cenadwri
cartel cartél
main pennaf
stackyard ydlan
lambkin oenig
blacken pardduo
obstreperous annosbarthus
purveyor arlwywr
magnitude maint
fodder porthiant
stimulating cynhyrfiol
quarrel ymrafael
easy rhwydd
farrow torllwyth
drug cyffur
intonation goslef
bog cors
indulge porthi
dissimilar annhebyg
continual gwastadol
insomuch fel
elementary elfennol
picket piced
decline dirywio
arrival dyfodiad
presentation cyflwyniad
isometry isometreg
hap hap
scraggy tenau
reboot ailgychwyn
gib lletem
chauffeur gyrrwr
roominess ehangder
inhaler mewnanadlydd
kettle tegell
reserve adfyddin
bestir ymysgwyd
seemly gweddus
numerate cyfrif
maw crombil
attack ymosodiad
fold corlan
homosexual gwrywgydiol
congestion gorlenwad
howl udo
ire llid
convenient hwylus
wood coed
interrelationship cydberthynas
congregational annibynnol
trail trywydd
conductor arweinydd
polysaccharide polysacarid
colony cytref
leasehold prydles
impression argraff
reconcile ailgymodi
personate portreadu
grenade grenâd
inventory llechres
suppress atal
indictment ditiad
unsuitable anaddas
pedantic pedantig
undesirable annymunol
vibratory dirgrynol
mop mop
discharge rhyddhau
rift hollti
pressure gwasgedd
concern busnes
vehemence awch
home adref
strut ateg
séance seans
overstretch gorymestyn
from oddi
accustomed cyfarwydd
impromptu impromptu
focal ffocal
bursary ysgoloriaeth
illuminated goleuedig
upholster dodrefnu
prong fforch
ablution puredigaeth
oyster llymarch
adapt addasu
surcharge gordal
witty arabus
bosh dwli
detrimental colledus
stitch gwayw
ciliary ciliaraidd
under dan
embitter chwerwi
rude anfoesgar
frequent mynych
myself myfi
beech ffawydden
likely tebygol
feel swmp
pregnancy beichiogrwydd
pliant ystwyth
gentle llariaidd
tiler töwr
sieve gogrwn
anchor angor
euthanasia ewthanasia
drive dreif
hydrolysis hydrolysis
plunger plymiwr
superintend arolygu
ghastly gwelw
mass tyrfa
partner partner
gruesome erchyll
smelt brwyniad
disfigure anffurfio
bombastic ymffrostgar
acute llem
medicated meddyginiaethol
store cyflenwad
sleekness llyfnder
outline amlinell
ambush rhagod
complimentary canmoliaethus
laughter chwerthin
sabre crymgledd
tattle baldordd
procrastinate gohirio
intelligence gwybodaeth
root gwreiddyn
turning troad
spendthrift oferwr
tendency gogwydd
dermatologist dermatolegydd
sometime gynt
traitor bradwr
instrumentality cyfrwng
decarbonize datgarboneiddio
attire gwisg
scrape helbul
commonwealth gwladwriaeth
overhang gordo
sicken diflasu
distress cyfyngder
comment sylwi
famish llwgu
decimation degymu
prim cymen
account hanes
swale pant
stimulus ysgogiad
outdo trechu
cabinet cist
chilli chilli
microwave microdon
fussy ffyslyd
conspirator cynllwynwr
extract detholiad
noblewoman pendefiges
unutterable anhraethadwy
descending disgynnol
recheck ailwirio
derivation tarddiad
weave gweu
indefinable anniffiniol
halcyon teg
enormity anfadrwydd
modelling modelu
prior cynt
calcium calsiwm
utility budd
applied gosod
faint llewygu
heterodox anuniongred
satchel ysgrepan
sound seinio
ungulate carnol
slit hollti
proselytize proselytio
hole twll
slip camgymeriad
quantum cwantwm
investigate ymchwilio
liberty rhyddid
variation amrywio
rift hollt
silver ariannu
method modd
matron gwraig
cycling cylchynu
yard clôs
shopper siopwr
oddity odrwydd
heritable etifeddadwy
hobble hercian
perish trengi
actuate cymell
keepsake cofrodd
transparent tryloyw
prophecy proffwydoliaeth
revelation datguddiad
oblige rhwymo
polynomial polynomial
affable clên
boom genwair
abysmal affwysol
similar cyflun
compact cryno
impetus symbyliad
rousing brwd
chord cord
lowness iselder
whitewash gwyngalch
fetch hôl
trespass tresbasu
bourgeoisie bwrdais
any rhyw
inflect plygu
locational lleoliadol
intelligentsia deallusion
rector rheithor
store cadw
monotonic monotonig
discount disgownt
legitimize cyfreithloni
educationalist addysgwr
handle llawio
patent patent
cure gwellhad
stew stiw
innumerable aneirif
percolation hidliad
scull rhodl
ply haen
insecure anniogel
preliminary rhagbaratoawl
palatial gwych
sanguine brwd
arrest arestiad
shift cam
eyesore hyllbeth
stroke ergyd
catcher daliwr
predictor rhagfynegydd
favourite ffefryn
dry hysb
anew eilwaith
asparagus asbaragws
retrieval adalwad
vacant hurt
inland mewndirol
notability bri
this hon
dressing gorchudd
govern llywodraethu
boor taeog
quiet distaw
incisiveness awch
loathsome atgas
flatting fflatio
stair staer
beau coegyn
resolution penderfyniad
melanin melanin
privilege rhagorfraint
bronze efydd
lone unig
carefree diofal
secondment secondiad
spirited calonnog
gull gwylan
scare braw
brim cantel
transverse tramwy
chemical cemegol
interviewee cyfwelai
reception derbynfa
issue canlyniad
industrialization diwydiannu
tallow gwêr
discuss trafod
week wythnos
contaminate halogi
widgeon chwiwell
interrogative gofyniad
epitome crynhoad
oestrus nwyd
ultimate eithaf
store storfa
gibberish baldordd
nuptial priodasol
join asio
dialect tafodiaith
diagram diagram
evolve cynhyrchu
disbursement tâl
isolate neilltuo
flash fflach
caricature gwawdlun
speed goryrru
helical heligol
intestinal perfeddol
violent treisgar
intangible anghyffwrdd
skinny tenau
pain gloes
allege haeru
aromatherapy aromatherapi
adrenalin adrenalin
ampersand ampersand
pliable ystwyth
green ir
corrupt llygru
to at
stampede rhuthr
jingle tincial
cower swatio
forging ffugio
streamer baner
induction sefydliad
conceive cyfebru
elasticity elastigedd
thee tithau
amongst rhwng
treat amheuthun
braise brwysio
oath llw
tornado tornado
abominate ffieiddio
mocking gwawdus
testicles ceilliau
trumpeter trwmpedwr
spurn dirmygu
extension ehangiad
mine ffrwydryn
repine cwyno
diffuse ymledu
attribution priodoliad
inaction diogi
frail llesg
heretic heretic
glaring llachar
italic italig
suet siwed
established sefydledig
peak copa
transistor transistor
mongrel cymysgryw
disconsolate anhapus
dazzling llachar
burlesque bwrlésg
fry ffrio
seedling eginblanhigyn
ionic ïonig
tremor crynfa
fractional ffracsiynol
torrent cenllif
radical radicalaidd
stricture cyfyngiad
entry cofnod
loosen datod
tabernacle tabernacl
supplier cyflenwr
destitute amddifad
veneration parch
fabulous chwedlonol
born cynhenid
lithology litholeg
housing gwâl
rind pil
font ffont
discrimination dirnadaeth
true cywir
cytosol cytosol
galactic galaethol
labyrinth labyrinth
douse diffodd
parsonage persondy
involved ymglymedig
rick helm
jealous cenfigennus
autobiography hunangofiant
vaporize tarthu
machine peiriannu
modulate cyfaddasu
sacred glân
helmet helmed
us nyni
brusque cwta
conjugated cyfunedig
tradesman crefftwr
interpreter cyfieithydd
continuity parhad
stem atal
tall tal
asset ased
bluff blwff
cultivation triniad
mumble myngial
shoemaking cryddiaeth
fluid llyfn
soliloquize ymson
major pennaf
inquisitor ymchwiliwr
starling drudwy
interruption ymyrraeth
piercer gwanwr
globalization globaleiddio
recommend argymell
libidinous blysig
span rhychwant
reprobate ofer
hibernate gaeafgysgu
fitted gosodedig
inferior gwael
deputise dirprwyo
script sgript
shaggy garw
piqué pice
excuse esgusodi
aggravate ffyrnigo
mad gwallgof
tenth degfed
damages iawndal
centre canol
shot llymaid
guiltless dieuog
legate legad
towards tua
retaliation dial
plump tewhau
affection serch
immoderate anghymedrol
joy gorfoledd
spawn silio
unsaleable anwerthadwy
arête crib
underneath dan
circulation cylchrediad
distributive dosbarthol
prognostication darogan
scriptorium sgriptoriwm
convert trawsnewid
cumulus cwmwlws
incorruptible anllygredig
venturesome mentrus
sprinkler taenellwr
stabilizer sadydd
psychopath seicopath
invalid methedig
pluralism plwraliaeth
gem gem
wreathed torchog
rise dyrchafiad
senility methiant
individualize unigoli
thousand mil
interfering ymyrrol
traverse teithio
hoarfrost llwydrew
borderline ffiniol
wear gwisgo
variant gwahanol
medallion medaliwn
import mewnfudo
discoverer darganfyddwr
salient elin
renovation adnewyddiad
treasury trysorlys
subway isffordd
wrecker drylliwr
recluse enciliwr
puissant nerthol
firm ffyrm
muse synfyfyrio
rail cledren
archdeacon archddiacon
underline pwysleisio
vacuum gwactod
insincere annidwyll
nuclear niwclear
pitcher piser
review adolygiad
corral corlan
mansion plas
unseemly anweddus
permutation amnewidiad
