: gram2-opposite
ymwybodol anymwybodol onest anonest
gwylan gwylanod ystlum ystlumod
gwylan gwylanod cyfres cyfresi
gwylan gwylanod rhes rhesi
gwylan gwylanod eglwys eglwysi
gwylan gwylanod clogwyn clogwyni
gwylan gwylanod amlen amlenni
gwylan gwylanod tunell tunelli
gwylan gwylanod treth trethi
gwylan gwylanod tref trefi
gwylan gwylanod llestr llestri
gwylan gwylanod swydd swyddi
gwylan gwylanod poced pocedi
gwylan gwylanod llen llenni
gwylan gwylanod blaidd bleiddiau
gwylan gwylanod braich breichiau
gwylan gwylanod gair geiriau
gwylan gwylanod llais lleisiau
gwylan gwylanod nain neiniau
gwylan gwylanod taid teidiau
gwylan gwylanod meddwl meddyliau
gwylan gwylanod taith teithiau
gwylan gwylanod adwaith adweithiau
gwylan gwylanod iaith ieithoedd
gwylan gwylanod tafodiaith tafodieithoedd
gwylan gwylanod drws drysau
gwylan gwylanod saer seiri
gwylan gwylanod rhiant rhieni
gwylan gwylanod twrch tyrchod
gwylan gwylanod pastai pasteiod
gwylan gwylanod dŵr dyfroedd
gwylan gwylanod pau peuoedd
gwylan gwylanod angel angylion
gwylan gwylanod prawf profion
gwylan gwylanod gwas gweision
gwylan gwylanod athro athrawon
gwylan gwylanod cipolwg cipolygon
gwylan gwylanod capten capteiniaid
gwylan gwylanod gwraig gwragedd
gwylan gwylanod car ceir
gwylan gwylanod iâr ieir
gwylan gwylanod bardd beirdd
gwylan gwylanod tarw teirw
gwylan gwylanod marw meirw
gwylan gwylanod arth eirth
gwylan gwylanod brân brain
gwylan gwylanod alarch elyrch
gwylan gwylanod porth pyrth
gwylan gwylanod masnachwr masnachwyr
gwylan gwylanod gof gofaint
gwylan gwylanod merch merched
gwylan gwylanod pryf pryfed
gwylan gwylanod brawd brodyr
mwnci mwncïod  anghenfil angenfilod
mwnci mwncïod  bwgan bwganod
mwnci mwncïod  cath cathod
mwnci mwncïod  llyffant llyffantod
mwnci mwncïod  tylluan tylluanod
mwnci mwncïod  ystlum ystlumod
mwnci mwncïod  cyfres cyfresi
mwnci mwncïod  rhes rhesi
mwnci mwncïod  eglwys eglwysi
mwnci mwncïod  clogwyn clogwyni
mwnci mwncïod  amlen amlenni
mwnci mwncïod  tunell tunelli
mwnci mwncïod  treth trethi
mwnci mwncïod  tref trefi
mwnci mwncïod  llestr llestri
mwnci mwncïod  swydd swyddi
mwnci mwncïod  poced pocedi
mwnci mwncïod  llen llenni
mwnci mwncïod  blaidd bleiddiau
mwnci mwncïod  braich breichiau
mwnci mwncïod  gair geiriau
mwnci mwncïod  llais lleisiau
mwnci mwncïod  nain neiniau
mwnci mwncïod  taid teidiau
mwnci mwncïod  meddwl meddyliau
mwnci mwncïod  taith teithiau
mwnci mwncïod  adwaith adweithiau
mwnci mwncïod  iaith ieithoedd
mwnci mwncïod  tafodiaith tafodieithoedd
mwnci mwncïod  drws drysau
mwnci mwncïod  saer seiri
mwnci mwncïod  rhiant rhieni
mwnci mwncïod  twrch tyrchod
mwnci mwncïod  pastai pasteiod
mwnci mwncïod  dŵr dyfroedd
mwnci mwncïod  pau peuoedd
mwnci mwncïod  angel angylion
mwnci mwncïod  prawf profion
mwnci mwncïod  gwas gweision
mwnci mwncïod  athro athrawon
mwnci mwncïod  cipolwg cipolygon
mwnci mwncïod  capten capteiniaid
mwnci mwncïod  gwraig gwragedd
mwnci mwncïod  car ceir
mwnci mwncïod  iâr ieir
mwnci mwncïod  bardd beirdd
mwnci mwncïod  tarw teirw
mwnci mwncïod  marw meirw
mwnci mwncïod  arth eirth
mwnci mwncïod  brân brain
mwnci mwncïod  alarch elyrch
mwnci mwncïod  porth pyrth
mwnci mwncïod  masnachwr masnachwyr
mwnci mwncïod  gof gofaint
mwnci mwncïod  merch merched
mwnci mwncïod  pryf pryfed
mwnci mwncïod  brawd brodyr
anghenfil angenfilod bwgan bwganod
anghenfil angenfilod cath cathod
anghenfil angenfilod llyffant llyffantod
anghenfil angenfilod tylluan tylluanod
anghenfil angenfilod ystlum ystlumod
anghenfil angenfilod cyfres cyfresi
anghenfil angenfilod rhes rhesi
anghenfil angenfilod eglwys eglwysi
anghenfil angenfilod clogwyn clogwyni
anghenfil angenfilod amlen amlenni
anghenfil angenfilod tunell tunelli
anghenfil angenfilod treth trethi
anghenfil angenfilod tref trefi
anghenfil angenfilod llestr llestri
anghenfil angenfilod swydd swyddi
anghenfil angenfilod poced pocedi
anghenfil angenfilod llen llenni
anghenfil angenfilod blaidd bleiddiau
anghenfil angenfilod braich breichiau
anghenfil angenfilod gair geiriau
anghenfil angenfilod llais lleisiau
anghenfil angenfilod nain neiniau
anghenfil angenfilod taid teidiau
anghenfil angenfilod meddwl meddyliau
anghenfil angenfilod taith teithiau
anghenfil angenfilod adwaith adweithiau
anghenfil angenfilod iaith ieithoedd
anghenfil angenfilod tafodiaith tafodieithoedd
anghenfil angenfilod drws drysau
anghenfil angenfilod saer seiri
anghenfil angenfilod rhiant rhieni
anghenfil angenfilod twrch tyrchod
anghenfil angenfilod pastai pasteiod
anghenfil angenfilod dŵr dyfroedd
anghenfil angenfilod pau peuoedd
anghenfil angenfilod angel angylion
anghenfil angenfilod prawf profion
anghenfil angenfilod gwas gweision
anghenfil angenfilod athro athrawon
anghenfil angenfilod cipolwg cipolygon
anghenfil angenfilod capten capteiniaid
anghenfil angenfilod gwraig gwragedd
anghenfil angenfilod car ceir
anghenfil angenfilod iâr ieir
anghenfil angenfilod bardd beirdd
anghenfil angenfilod tarw teirw
anghenfil angenfilod marw meirw
anghenfil angenfilod arth eirth
anghenfil angenfilod brân brain
anghenfil angenfilod alarch elyrch
anghenfil angenfilod porth pyrth
anghenfil angenfilod masnachwr masnachwyr
anghenfil angenfilod gof gofaint
anghenfil angenfilod merch merched
anghenfil angenfilod pryf pryfed
anghenfil angenfilod brawd brodyr
bwgan bwganod cath cathod
bwgan bwganod llyffant llyffantod
bwgan bwganod tylluan tylluanod
bwgan bwganod ystlum ystlumod
bwgan bwganod cyfres cyfresi
bwgan bwganod rhes rhesi
bwgan bwganod eglwys eglwysi
bwgan bwganod clogwyn clogwyni
bwgan bwganod amlen amlenni
bwgan bwganod tunell tunelli
bwgan bwganod treth trethi
bwgan bwganod tref trefi
bwgan bwganod llestr llestri
bwgan bwganod swydd swyddi
bwgan bwganod poced pocedi
bwgan bwganod llen llenni
bwgan bwganod blaidd bleiddiau
bwgan bwganod braich breichiau
bwgan bwganod gair geiriau
bwgan bwganod llais lleisiau
bwgan bwganod nain neiniau
bwgan bwganod taid teidiau
bwgan bwganod meddwl meddyliau
bwgan bwganod taith teithiau
bwgan bwganod adwaith adweithiau
bwgan bwganod iaith ieithoedd
bwgan bwganod tafodiaith tafodieithoedd
bwgan bwganod drws drysau
bwgan bwganod saer seiri
bwgan bwganod rhiant rhieni
bwgan bwganod twrch tyrchod
bwgan bwganod pastai pasteiod
bwgan bwganod dŵr dyfroedd
bwgan bwganod pau peuoedd
bwgan bwganod angel angylion
bwgan bwganod prawf profion
bwgan bwganod gwas gweision
bwgan bwganod athro athrawon
bwgan bwganod cipolwg cipolygon
bwgan bwganod capten capteiniaid
bwgan bwganod gwraig gwragedd
bwgan bwganod car ceir
bwgan bwganod iâr ieir
bwgan bwganod bardd beirdd
bwgan bwganod tarw teirw
bwgan bwganod marw meirw
bwgan bwganod arth eirth
bwgan bwganod brân brain
bwgan bwganod alarch elyrch
bwgan bwganod porth pyrth
bwgan bwganod masnachwr masnachwyr
bwgan bwganod gof gofaint
bwgan bwganod merch merched
bwgan bwganod pryf pryfed
bwgan bwganod brawd brodyr
cath cathod llyffant llyffantod
cath cathod tylluan tylluanod
cath cathod ystlum ystlumod
cath cathod cyfres cyfresi
cath cathod rhes rhesi
cath cathod eglwys eglwysi
cath cathod clogwyn clogwyni
cath cathod amlen amlenni
cath cathod tunell tunelli
cath cathod treth trethi
cath cathod tref trefi
cath cathod llestr llestri
cath cathod swydd swyddi
cath cathod poced pocedi
cath cathod llen llenni
cath cathod blaidd bleiddiau
cath cathod braich breichiau
cath cathod gair geiriau
cath cathod llais lleisiau
cath cathod nain neiniau
cath cathod taid teidiau
cath cathod meddwl meddyliau
cath cathod taith teithiau
cath cathod adwaith adweithiau
cath cathod iaith ieithoedd
cath cathod tafodiaith tafodieithoedd
cath cathod drws drysau
cath cathod saer seiri
cath cathod rhiant rhieni
cath cathod twrch tyrchod
cath cathod pastai pasteiod
cath cathod dŵr dyfroedd
cath cathod pau peuoedd
cath cathod angel angylion
cath cathod prawf profion
cath cathod gwas gweision
cath cathod athro athrawon
cath cathod cipolwg cipolygon
cath cathod capten capteiniaid
cath cathod gwraig gwragedd
cath cathod car ceir
cath cathod iâr ieir
cath cathod bardd beirdd
cath cathod tarw teirw
cath cathod marw meirw
cath cathod arth eirth
cath cathod brân brain
cath cathod alarch elyrch
cath cathod porth pyrth
cath cathod masnachwr masnachwyr
cath cathod gof gofaint
cath cathod merch merched
cath cathod pryf pryfed
cath cathod brawd brodyr
llyffant llyffantod tylluan tylluanod
llyffant llyffantod ystlum ystlumod
llyffant llyffantod cyfres cyfresi
llyffant llyffantod rhes rhesi
llyffant llyffantod eglwys eglwysi
llyffant llyffantod clogwyn clogwyni
llyffant llyffantod amlen amlenni
llyffant llyffantod tunell tunelli
llyffant llyffantod treth trethi
llyffant llyffantod tref trefi
llyffant llyffantod llestr llestri
llyffant llyffantod swydd swyddi
llyffant llyffantod poced pocedi
llyffant llyffantod llen llenni
llyffant llyffantod blaidd bleiddiau
llyffant llyffantod braich breichiau
llyffant llyffantod gair geiriau
llyffant llyffantod llais lleisiau
llyffant llyffantod nain neiniau
llyffant llyffantod taid teidiau
llyffant llyffantod meddwl meddyliau
llyffant llyffantod taith teithiau
llyffant llyffantod adwaith adweithiau
llyffant llyffantod iaith ieithoedd
llyffant llyffantod tafodiaith tafodieithoedd
llyffant llyffantod drws drysau
llyffant llyffantod saer seiri
llyffant llyffantod rhiant rhieni
llyffant llyffantod twrch tyrchod
llyffant llyffantod pastai pasteiod
llyffant llyffantod dŵr dyfroedd
llyffant llyffantod pau peuoedd
llyffant llyffantod angel angylion
llyffant llyffantod prawf profion
llyffant llyffantod gwas gweision
llyffant llyffantod athro athrawon
llyffant llyffantod cipolwg cipolygon
llyffant llyffantod capten capteiniaid
llyffant llyffantod gwraig gwragedd
llyffant llyffantod car ceir
llyffant llyffantod iâr ieir
llyffant llyffantod bardd beirdd
llyffant llyffantod tarw teirw
llyffant llyffantod marw meirw
llyffant llyffantod arth eirth
llyffant llyffantod brân brain
llyffant llyffantod alarch elyrch
llyffant llyffantod porth pyrth
llyffant llyffantod masnachwr masnachwyr
llyffant llyffantod gof gofaint
llyffant llyffantod merch merched
llyffant llyffantod pryf pryfed
llyffant llyffantod brawd brodyr
tylluan tylluanod ystlum ystlumod
tylluan tylluanod cyfres cyfresi
tylluan tylluanod rhes rhesi
tylluan tylluanod eglwys eglwysi
tylluan tylluanod clogwyn clogwyni
tylluan tylluanod amlen amlenni
tylluan tylluanod tunell tunelli
tylluan tylluanod treth trethi
tylluan tylluanod tref trefi
tylluan tylluanod llestr llestri
tylluan tylluanod swydd swyddi
tylluan tylluanod poced pocedi
tylluan tylluanod llen llenni
tylluan tylluanod blaidd bleiddiau
tylluan tylluanod braich breichiau
tylluan tylluanod gair geiriau
tylluan tylluanod llais lleisiau
tylluan tylluanod nain neiniau
tylluan tylluanod taid teidiau
tylluan tylluanod meddwl meddyliau
tylluan tylluanod taith teithiau
tylluan tylluanod adwaith adweithiau
tylluan tylluanod iaith ieithoedd
tylluan tylluanod tafodiaith tafodieithoedd
tylluan tylluanod drws drysau
tylluan tylluanod saer seiri
tylluan tylluanod rhiant rhieni
tylluan tylluanod twrch tyrchod
tylluan tylluanod pastai pasteiod
tylluan tylluanod dŵr dyfroedd
tylluan tylluanod pau peuoedd
tylluan tylluanod angel angylion
tylluan tylluanod prawf profion
tylluan tylluanod gwas gweision
tylluan tylluanod athro athrawon
tylluan tylluanod cipolwg cipolygon
tylluan tylluanod capten capteiniaid
tylluan tylluanod gwraig gwragedd
tylluan tylluanod car ceir
tylluan tylluanod iâr ieir
tylluan tylluanod bardd beirdd
tylluan tylluanod tarw teirw
tylluan tylluanod marw meirw
tylluan tylluanod arth eirth
tylluan tylluanod brân brain
tylluan tylluanod alarch elyrch
tylluan tylluanod porth pyrth
tylluan tylluanod masnachwr masnachwyr
tylluan tylluanod gof gofaint
tylluan tylluanod merch merched
tylluan tylluanod pryf pryfed
tylluan tylluanod brawd brodyr
ystlum ystlumod cyfres cyfresi
ystlum ystlumod rhes rhesi
ystlum ystlumod eglwys eglwysi
ystlum ystlumod clogwyn clogwyni
ystlum ystlumod amlen amlenni
ystlum ystlumod tunell tunelli
ystlum ystlumod treth trethi
ystlum ystlumod tref trefi
ystlum ystlumod llestr llestri
ystlum ystlumod swydd swyddi
ystlum ystlumod poced pocedi
ystlum ystlumod llen llenni
ystlum ystlumod blaidd bleiddiau
ystlum ystlumod braich breichiau
ystlum ystlumod gair geiriau
ystlum ystlumod llais lleisiau
ystlum ystlumod nain neiniau
ystlum ystlumod taid teidiau
ystlum ystlumod meddwl meddyliau
ystlum ystlumod taith teithiau
ystlum ystlumod adwaith adweithiau
ystlum ystlumod iaith ieithoedd
ystlum ystlumod tafodiaith tafodieithoedd
ystlum ystlumod drws drysau
ystlum ystlumod saer seiri
ystlum ystlumod rhiant rhieni
ystlum ystlumod twrch tyrchod
ystlum ystlumod pastai pasteiod
ystlum ystlumod dŵr dyfroedd
ystlum ystlumod pau peuoedd
ystlum ystlumod angel angylion
ystlum ystlumod prawf profion
ystlum ystlumod gwas gweision
ystlum ystlumod athro athrawon
ystlum ystlumod cipolwg cipolygon
ystlum ystlumod capten capteiniaid
ystlum ystlumod gwraig gwragedd
ystlum ystlumod car ceir
ystlum ystlumod iâr ieir
ystlum ystlumod bardd beirdd
ystlum ystlumod tarw teirw
ystlum ystlumod marw meirw
ystlum ystlumod arth eirth
ystlum ystlumod brân brain
ystlum ystlumod alarch elyrch
ystlum ystlumod porth pyrth
ystlum ystlumod masnachwr masnachwyr
ystlum ystlumod gof gofaint
ystlum ystlumod merch merched
ystlum ystlumod pryf pryfed
ystlum ystlumod brawd brodyr
cyfres cyfresi rhes rhesi
cyfres cyfresi eglwys eglwysi
cyfres cyfresi clogwyn clogwyni
cyfres cyfresi amlen amlenni
cyfres cyfresi tunell tunelli
cyfres cyfresi treth trethi
cyfres cyfresi tref trefi
cyfres cyfresi llestr llestri
cyfres cyfresi swydd swyddi
cyfres cyfresi poced pocedi
cyfres cyfresi llen llenni
cyfres cyfresi blaidd bleiddiau
cyfres cyfresi braich breichiau
cyfres cyfresi gair geiriau
cyfres cyfresi llais lleisiau
cyfres cyfresi nain neiniau
cyfres cyfresi taid teidiau
cyfres cyfresi meddwl meddyliau
cyfres cyfresi taith teithiau
cyfres cyfresi adwaith adweithiau
cyfres cyfresi iaith ieithoedd
cyfres cyfresi tafodiaith tafodieithoedd
cyfres cyfresi drws drysau
cyfres cyfresi saer seiri
cyfres cyfresi rhiant rhieni
cyfres cyfresi twrch tyrchod
cyfres cyfresi pastai pasteiod
cyfres cyfresi dŵr dyfroedd
cyfres cyfresi pau peuoedd
cyfres cyfresi angel angylion
cyfres cyfresi prawf profion
cyfres cyfresi gwas gweision
cyfres cyfresi athro athrawon
cyfres cyfresi cipolwg cipolygon
cyfres cyfresi capten capteiniaid
cyfres cyfresi gwraig gwragedd
cyfres cyfresi car ceir
cyfres cyfresi iâr ieir
cyfres cyfresi bardd beirdd
cyfres cyfresi tarw teirw
cyfres cyfresi marw meirw
cyfres cyfresi arth eirth
cyfres cyfresi brân brain
cyfres cyfresi alarch elyrch
cyfres cyfresi porth pyrth
cyfres cyfresi masnachwr masnachwyr
cyfres cyfresi gof gofaint
cyfres cyfresi merch merched
cyfres cyfresi pryf pryfed
cyfres cyfresi brawd brodyr
rhes rhesi eglwys eglwysi
rhes rhesi clogwyn clogwyni
rhes rhesi amlen amlenni
rhes rhesi tunell tunelli
rhes rhesi treth trethi
rhes rhesi tref trefi
rhes rhesi llestr llestri
rhes rhesi swydd swyddi
rhes rhesi poced pocedi
rhes rhesi llen llenni
rhes rhesi blaidd bleiddiau
rhes rhesi braich breichiau
rhes rhesi gair geiriau
rhes rhesi llais lleisiau
rhes rhesi nain neiniau
rhes rhesi taid teidiau
rhes rhesi meddwl meddyliau
rhes rhesi taith teithiau
rhes rhesi adwaith adweithiau
rhes rhesi iaith ieithoedd
rhes rhesi tafodiaith tafodieithoedd
rhes rhesi drws drysau
rhes rhesi saer seiri
rhes rhesi rhiant rhieni
rhes rhesi twrch tyrchod
rhes rhesi pastai pasteiod
rhes rhesi dŵr dyfroedd
rhes rhesi pau peuoedd
rhes rhesi angel angylion
rhes rhesi prawf profion
rhes rhesi gwas gweision
rhes rhesi athro athrawon
rhes rhesi cipolwg cipolygon
rhes rhesi capten capteiniaid
rhes rhesi gwraig gwragedd
rhes rhesi car ceir
rhes rhesi iâr ieir
rhes rhesi bardd beirdd
rhes rhesi tarw teirw
rhes rhesi marw meirw
rhes rhesi arth eirth
rhes rhesi brân brain
rhes rhesi alarch elyrch
rhes rhesi porth pyrth
rhes rhesi masnachwr masnachwyr
rhes rhesi gof gofaint
rhes rhesi merch merched
rhes rhesi pryf pryfed
rhes rhesi brawd brodyr
eglwys eglwysi clogwyn clogwyni
eglwys eglwysi amlen amlenni
eglwys eglwysi tunell tunelli
eglwys eglwysi treth trethi
eglwys eglwysi tref trefi
eglwys eglwysi llestr llestri
eglwys eglwysi swydd swyddi
eglwys eglwysi poced pocedi
eglwys eglwysi llen llenni
eglwys eglwysi blaidd bleiddiau
eglwys eglwysi braich breichiau
eglwys eglwysi gair geiriau
eglwys eglwysi llais lleisiau
eglwys eglwysi nain neiniau
eglwys eglwysi taid teidiau
eglwys eglwysi meddwl meddyliau
eglwys eglwysi taith teithiau
eglwys eglwysi adwaith adweithiau
eglwys eglwysi iaith ieithoedd
eglwys eglwysi tafodiaith tafodieithoedd
eglwys eglwysi drws drysau
eglwys eglwysi saer seiri
eglwys eglwysi rhiant rhieni
eglwys eglwysi twrch tyrchod
eglwys eglwysi pastai pasteiod
eglwys eglwysi dŵr dyfroedd
eglwys eglwysi pau peuoedd
eglwys eglwysi angel angylion
eglwys eglwysi prawf profion
eglwys eglwysi gwas gweision
eglwys eglwysi athro athrawon
eglwys eglwysi cipolwg cipolygon
eglwys eglwysi capten capteiniaid
eglwys eglwysi gwraig gwragedd
eglwys eglwysi car ceir
eglwys eglwysi iâr ieir
eglwys eglwysi bardd beirdd
eglwys eglwysi tarw teirw
eglwys eglwysi marw meirw
eglwys eglwysi arth eirth
eglwys eglwysi brân brain
eglwys eglwysi alarch elyrch
eglwys eglwysi porth pyrth
eglwys eglwysi masnachwr masnachwyr
eglwys eglwysi gof gofaint
eglwys eglwysi merch merched
eglwys eglwysi pryf pryfed
eglwys eglwysi brawd brodyr
clogwyn clogwyni amlen amlenni
clogwyn clogwyni tunell tunelli
clogwyn clogwyni treth trethi
clogwyn clogwyni tref trefi
clogwyn clogwyni llestr llestri
clogwyn clogwyni swydd swyddi
clogwyn clogwyni poced pocedi
clogwyn clogwyni llen llenni
clogwyn clogwyni blaidd bleiddiau
clogwyn clogwyni braich breichiau
clogwyn clogwyni gair geiriau
clogwyn clogwyni llais lleisiau
clogwyn clogwyni nain neiniau
clogwyn clogwyni taid teidiau
clogwyn clogwyni meddwl meddyliau
clogwyn clogwyni taith teithiau
clogwyn clogwyni adwaith adweithiau
clogwyn clogwyni iaith ieithoedd
clogwyn clogwyni tafodiaith tafodieithoedd
clogwyn clogwyni drws drysau
clogwyn clogwyni saer seiri
clogwyn clogwyni rhiant rhieni
clogwyn clogwyni twrch tyrchod
clogwyn clogwyni pastai pasteiod
clogwyn clogwyni dŵr dyfroedd
clogwyn clogwyni pau peuoedd
clogwyn clogwyni angel angylion
clogwyn clogwyni prawf profion
clogwyn clogwyni gwas gweision
clogwyn clogwyni athro athrawon
clogwyn clogwyni cipolwg cipolygon
clogwyn clogwyni capten capteiniaid
clogwyn clogwyni gwraig gwragedd
clogwyn clogwyni car ceir
clogwyn clogwyni iâr ieir
clogwyn clogwyni bardd beirdd
clogwyn clogwyni tarw teirw
clogwyn clogwyni marw meirw
clogwyn clogwyni arth eirth
clogwyn clogwyni brân brain
clogwyn clogwyni alarch elyrch
clogwyn clogwyni porth pyrth
clogwyn clogwyni masnachwr masnachwyr
